0,0,0.0,0,0.37105846405029297
50.0,33.33333333333333,40.0,1,0.7468414306640625
0,0,0.0,0,0.36310768127441406
0,0,0.0,0,0.3741629123687744
10.0,16.666666666666664,12.499999999999998,1,0.48018670082092285
14.285714285714285,2.857142857142857,4.761904761904762,1,1.0290186405181885
14.285714285714285,2.857142857142857,4.761904761904762,1,1.054804801940918
0,0,0.0,0,1.0970749855041504
0,0,0.0,0,0.7586023807525635
0.0,0.0,0.0,0,0.6779732704162598
0.0,0.0,0.0,0,0.7178819179534912
0,0,0.0,0,0.6677064895629883
0,0,0.0,0,0.6994128227233887
10.0,14.285714285714285,11.76470588235294,1,0.4614894390106201
10.0,11.11111111111111,10.526315789473685,1,0.3896369934082031
0.0,0.0,0.0,0,0.7435274124145508
10.0,6.666666666666667,8.0,1,0.7552096843719482
11.11111111111111,10.0,10.526315789473685,1,0.354677677154541
0,0,0.0,0,0.7071864604949951
0,0,0.0,0,0.7042932510375977
10.0,11.11111111111111,10.526315789473685,1,0.4598500728607178
0.0,0.0,0.0,0,0.3319666385650635
0,0,0.0,0,0.6486072540283203
0.0,0.0,0.0,0,0.7018043994903564
0.0,0.0,0.0,0,0.7280752658843994
