100.0,50.0,66.66666666666667,1,0.6407339572906494
50.0,100.0,66.66666666666667,1,0.34064531326293945
33.33333333333333,100.0,50.0,1,0.30510544776916504
0.0,0.0,0.0,0,0.38625597953796387
0,0,0.0,0,0.5957527160644531
0,0,0.0,0,1.0295379161834717
0.0,0.0,0.0,0,1.546760082244873
0,0,0.0,0,0.5888497829437256
0,0,0.0,0,0.5793092250823975
0.0,0.0,0.0,0,1.726212739944458
0,0,0.0,0,1.2065811157226562
0,0,0.0,0,1.4834282398223877
0.0,0.0,0.0,0,0.720102071762085
0,0,0.0,0,1.4738659858703613
0.0,0.0,0.0,0,0.7193446159362793
0,0,0.0,0,1.3034706115722656
0,0,0.0,0,0.9444661140441895
0,0,0.0,0,1.9073283672332764
0,0,0.0,0,1.9388725757598877
0.0,0.0,0.0,0,1.331876277923584
0,0,0.0,0,0.29231715202331543
0,0,0.0,0,0.294710636138916
0.0,0.0,0.0,0,0.6157400608062744
0,0,0.0,0,0.5769903659820557
0,0,0.0,0,0.3285691738128662
0,0,0.0,0,0.6419579982757568
0,0,0.0,0,0.5994577407836914
100.0,50.0,66.66666666666667,1,0.6312551498413086
0.0,0.0,0.0,0,2.0912017822265625
0.0,0.0,0.0,0,2.097491502761841
0.0,0.0,0.0,0,1.5024631023406982
33.33333333333333,100.0,50.0,1,0.36954760551452637
