precision, recall, fmeasure 
0.8522474241586866,0.5928509154315605,0.6992682113660588
0.6411719898035688,0.23314285714285715,0.34194700031654535
0.9578484227601747,0.5968063872255489,0.7354044808216166
0.9001793469911351,0.3474654377880184,0.5013946512754798
0.901747539027543,0.6264044943820225,0.7392703067436109
0.5082744432049553,0.3728813559322034,0.43017605684156257
0.7919596447401462,0.6721763085399449,0.7271681421680123
0.7596087007299988,0.41222879684418146,0.5344300407223951
0.7005207483915091,0.3311827956989247,0.44974241142486
0.7381487107521212,0.35661218424962854,0.4808955549000323
0.7751706970559838,0.45417515332348907,0.5639696856580173
