precision, recall, fmeasure 
0.8023738473013835,0.45109211775878444,0.5775099254427236
0.6937479978463471,0.21671018276762402,0.3302562569245547
0.8244032544363707,0.36117556071152357,0.5022935698059312
0.9125434781349372,0.32156488549618323,0.47555295418848775
0.859974903250978,0.6151761517615176,0.7172635640204844
0.47368224819479077,0.395473496128648,0.43105916510622805
0.7502513104516945,0.5603799185888738,0.6415622624525498
0.6770402136255795,0.3058161350844278,0.42132265147284576
0.7632694552846465,0.3012512030798845,0.4319988341642674
0.654195097725742,0.3147590361445783,0.4250228389824305
0.7411481806252469,0.3843398687522045,0.49538420225605034
