category,project,path,number,version,filename
client,Play WS,/artifact/com.typesafe.play/play-ws,690,2.8.7,jars/com.typesafe.play__play-ws___2.8.7.jar
client,DataStax Java Driver For Apache Cassandra(R) Core,/artifact/com.datastax.cassandra/cassandra-driver-core,663,4.0.0,jars/com.datastax.cassandra__cassandra-driver-core___4.0.0.jar
client,Google APIs Client Library For Java,/artifact/com.google.api-client/google-api-client,659,1.31.2,jars/com.google.api-client__google-api-client___1.31.2.jar
client,HTTP Kit,/artifact/http-kit/http-kit,601,2.5.2,jars/http-kit__http-kit___2.5.2.jar
client,Apache HttpAsyncClient,/artifact/org.apache.httpcomponents/httpasyncclient,591,4.1.4,jars/org.apache.httpcomponents__httpasyncclient___4.1.4.jar
client,Apache HBase Client,/artifact/org.apache.hbase/hbase-client,580,2.4.1,jars/org.apache.hbase__hbase-client___2.4.1.jar
client,RESTEasy JAX RS Client,/artifact/org.jboss.resteasy/resteasy-client,569,4.6.0.Final,jars/org.jboss.resteasy__resteasy-client___4.6.0.Final.jar
client,Apache HttpClient Fluent API,/artifact/org.apache.httpcomponents/fluent-hc,556,4.5.13,jars/org.apache.httpcomponents__fluent-hc___4.5.13.jar
client,RabbitMQ Java Client,/artifact/com.rabbitmq/amqp-client,535,5.11.0,jars/com.rabbitmq__amqp-client___5.11.0.jar
client,Asynchronous Http Client,/artifact/com.ning/async-http-client,513,1.9.40,jars/com.ning__async-http-client___1.9.40.jar
client,Spring Data Redis,/artifact/org.springframework.data/spring-data-redis,468,2.4.5,jars/org.springframework.data__spring-data-redis___2.4.5.jar
client,Vaadin Client,/artifact/com.vaadin/vaadin-client,465,8.12.3,jars/com.vaadin__vaadin-client___8.12.3.jar
client,MariaDB Java Client,/artifact/org.mariadb.jdbc/mariadb-java-client,453,2.7.2,jars/org.mariadb.jdbc__mariadb-java-client___2.7.2.jar
client,Google HTTP Client Library For Java,/artifact/com.google.http-client/google-http-client,436,1.38.1,jars/com.google.http-client__google-http-client___1.38.1.jar
client,Spring Webflow Client Repository,/artifact/org.apereo/spring-webflow-client-repo,428,1.0.3,jars/org.apereo__spring-webflow-client-repo___1.0.3.jar
client,JSR107 API and SPI,/artifact/javax.cache/cache-api,397,1.1.1,jars/javax.cache__cache-api___1.1.1.jar
client,ActiveMQ :: Client,/artifact/org.apache.activemq/activemq-client,394,5.16.1,jars/org.apache.activemq__activemq-client___5.16.1.jar
client,Jetty :: Asynchronous HTTP Client,/artifact/org.eclipse.jetty/jetty-client,381,11.0.0,jars/org.eclipse.jetty__jetty-client___11.0.0.jar
client,Unirest Java,/artifact/com.mashape.unirest/unirest-java,365,1.4.9,jars/com.mashape.unirest__unirest-java___1.4.9.jar
client,Azure Java Client Runtime For AutoRest,/artifact/com.microsoft.azure/azure-client-runtime,358,1.7.12,jars/com.microsoft.azure__azure-client-runtime___1.7.12.jar
client,Jackson 2 Extensions to The Google HTTP Client Library For Java.,/artifact/com.google.http-client/google-http-client-jackson2,348,1.38.1,jars/com.google.http-client__google-http-client-jackson2___1.38.1.jar
client,Azure Java Client Authentication Library For AutoRest,/artifact/com.microsoft.azure/azure-client-authentication,342,1.7.12,jars/com.microsoft.azure__azure-client-authentication___1.7.12.jar
client,Eclipse Paho Client Mqttv3,/artifact/org.eclipse.paho/org.eclipse.paho.client.mqttv3,338,1.2.5,jars/org.eclipse.paho__org.eclipse.paho.client.mqttv3___1.2.5.jar
client,Axis2 Client,/artifact/org.apache.axis2.wso2/axis2-client,336,1.6.1-wso2v57,jars/org.apache.axis2.wso2__axis2-client___1.6.1-wso2v57.jar
client,Apache CXF JAX RS Client,/artifact/org.apache.cxf/cxf-rt-rs-client,326,3.4.2,jars/org.apache.cxf__cxf-rt-rs-client___3.4.2.jar
client,AWS Java SDK For Amazon DynamoDB,/artifact/com.amazonaws/aws-java-sdk-dynamodb,324,1.11.959,jars/com.amazonaws__aws-java-sdk-dynamodb___1.11.959.jar
client,MockWebServer,/artifact/com.squareup.okhttp/mockwebserver,319,2.7.5,jars/com.squareup.okhttp__mockwebserver___2.7.5.jar
client,Asynchronous Http Client,/artifact/org.asynchttpclient/async-http-client,318,2.12.2,jars/org.asynchttpclient__async-http-client___2.12.2.jar
client,HTTP Client Framework For Groovy,/artifact/org.codehaus.groovy.modules.http-builder/http-builder,308,0.7.1,jars/org.codehaus.groovy.modules.http-builder__http-builder___0.7.1.jar
client,OkHttp URLConnection,/artifact/com.squareup.okhttp/okhttp-urlconnection,297,2.7.5,jars/com.squareup.okhttp__okhttp-urlconnection___2.7.5.jar
client,Curator Client,/artifact/org.apache.curator/curator-client,279,5.1.0,jars/org.apache.curator__curator-client___5.1.0.jar
client,REST High Level,/artifact/org.elasticsearch.client/elasticsearch-rest-high-level-client,271,7.11.1,jars/org.elasticsearch.client__elasticsearch-rest-high-level-client___7.11.1.jar
client,Azure Java Client Runtime For ARM,/artifact/com.microsoft.azure/azure-arm-client-runtime,268,1.7.12,jars/com.microsoft.azure__azure-arm-client-runtime___1.7.12.jar
client,Java Message Service,/artifact/javax.jms/jms,268,1.1,jars/javax.jms__jms___1.1.jar
client,Spring Cloud Starter Netflix Eureka Client,/artifact/org.springframework.cloud/spring-cloud-starter-netflix-eureka-client,266,3.0.1,jars/org.springframework.cloud__spring-cloud-starter-netflix-eureka-client___3.0.1.jar
client,Apache Hadoop MapReduce JobClient,/artifact/org.apache.hadoop/hadoop-mapreduce-client-jobclient,261,3.3.0,jars/org.apache.hadoop__hadoop-mapreduce-client-jobclient___3.3.0.jar
client,Fabric8 :: Kubernetes :: Java Client,/artifact/io.fabric8/kubernetes-client,259,5.1.0,jars/io.fabric8__kubernetes-client___5.1.0.jar
client,Redisson,/artifact/org.redisson/redisson,241,3.15.0,jars/org.redisson__redisson___3.15.0.jar
client,Apache Hadoop MapReduce Common,/artifact/org.apache.hadoop/hadoop-mapreduce-client-common,235,3.3.0,jars/org.apache.hadoop__hadoop-mapreduce-client-common___3.3.0.jar
client,Transport,/artifact/org.elasticsearch.client/transport,235,7.11.1,jars/org.elasticsearch.client__transport___7.11.1.jar
client,Apache Hadoop YARN Client,/artifact/org.apache.hadoop/hadoop-yarn-client,234,3.3.0,jars/org.apache.hadoop__hadoop-yarn-client___3.3.0.jar
client,ActiveMQ Artemis JMS Client,/artifact/org.apache.activemq/artemis-jms-client,230,2.17.0,jars/org.apache.activemq__artemis-jms-client___2.17.0.jar
client,Camel :: JMS,/artifact/org.apache.camel/camel-jms,227,3.8.0,jars/org.apache.camel__camel-jms___3.8.0.jar
client,OkHttp Logging Interceptor,/artifact/com.squareup.okhttp/logging-interceptor,224,2.7.5,jars/com.squareup.okhttp__logging-interceptor___2.7.5.jar
client,AWS Java SDK For Amazon SQS,/artifact/com.amazonaws/aws-java-sdk-sqs,221,1.11.959,jars/com.amazonaws__aws-java-sdk-sqs___1.11.959.jar
client,Scalaj HTTP,/artifact/org.scalaj/scalaj-http,214,2.4.2,jars/org.scalaj__scalaj-http___2.4.2.jar
client,Dispatch Core,/artifact/net.databinder.dispatch/dispatch-core,206,0.13.4,jars/net.databinder.dispatch__dispatch-core___0.13.4.jar
client,Spring RabbitMQ Support,/artifact/org.springframework.amqp/spring-rabbit,200,2.3.5,jars/org.springframework.amqp__spring-rabbit___2.3.5.jar
client,UberFire Client API,/artifact/org.uberfire/uberfire-client-api,199,7.50.0.Final,jars/org.uberfire__uberfire-client-api___7.50.0.Final.jar
client,Jetty :: Websocket :: Client,/artifact/org.eclipse.jetty.websocket/websocket-client,193,9.4.36.v20210114,jars/org.eclipse.jetty.websocket__websocket-client___9.4.36.v20210114.jar
client,Google OAuth Client Library For Java,/artifact/com.google.oauth-client/google-oauth-client,190,1.31.4,jars/com.google.oauth-client__google-oauth-client___1.31.4.jar
client,Docker Java,/artifact/com.github.docker-java/docker-java,190,3.2.7,jars/com.github.docker-java__docker-java___3.2.7.jar
client,Java Client,/artifact/io.appium/java-client,189,7.4.1,jars/io.appium__java-client___7.4.1.jar
client,UberFire Workbench Client,/artifact/org.uberfire/uberfire-workbench-client,187,7.50.0.Final,jars/org.uberfire__uberfire-workbench-client___7.50.0.Final.jar
client,Spymemcached,/artifact/net.spy/spymemcached,187,2.12.3,jars/net.spy__spymemcached___2.12.3.jar
client,Lettuce,/artifact/io.lettuce/lettuce-core,184,6.0.2.RELEASE,jars/io.lettuce__lettuce-core___6.0.2.RELEASE.jar
client,Apache Oltu OAuth 2.0 Client,/artifact/org.apache.oltu.oauth2/org.apache.oltu.oauth2.client,178,1.0.2,jars/org.apache.oltu.oauth2__org.apache.oltu.oauth2.client___1.0.2.jar
client,Vaadin Client Compiled,/artifact/com.vaadin/vaadin-client-compiled,177,8.12.3,jars/com.vaadin__vaadin-client-compiled___8.12.3.jar
client,Blaze Client,/artifact/org.http4s/http4s-blaze-client,176,1.0-232-85dadc2,jars/org.http4s__http4s-blaze-client___1.0-232-85dadc2.jar
client,Jasig CAS Client For Java Core,/artifact/org.jasig.cas.client/cas-client-core,169,3.6.2,jars/org.jasig.cas.client__cas-client-core___3.6.2.jar
client,Vert.x Web Client,/artifact/io.vertx/vertx-web-client,165,4.0.2,jars/io.vertx__vertx-web-client___4.0.2.jar
client,Spring Cloud Config Client,/artifact/org.springframework.cloud/spring-cloud-config-client,163,3.0.2,jars/org.springframework.cloud__spring-cloud-config-client___3.0.2.jar
client,Hazelcast Client,/artifact/com.hazelcast/hazelcast-client,158,3.12.12,jars/com.hazelcast__hazelcast-client___3.12.12.jar
client,Eureka Client,/artifact/com.netflix.eureka/eureka-client,155,1.10.12,jars/com.netflix.eureka__eureka-client___1.10.12.jar
client,Mule Client,/artifact/org.mule.modules/mule-module-client,153,3.9.0,jars/org.mule.modules__mule-module-client___3.9.0.jar
client,Spring Cloud Services Config Client Starter,/artifact/io.pivotal.spring.cloud/spring-cloud-services-starter-config-client,148,3.2.0.RELEASE,jars/io.pivotal.spring.cloud__spring-cloud-services-starter-config-client___3.2.0.RELEASE.jar
client,Android Async HTTP Library,/artifact/com.loopj.android/android-async-http,147,1.4.11,jars/com.loopj.android__android-async-http___1.4.11.jar
client,Infinispan Hot Rod Client,/artifact/org.infinispan/infinispan-client-hotrod,146,12.0.1.Final,jars/org.infinispan__infinispan-client-hotrod___12.0.1.Final.jar
client,Carmine,/artifact/com.taoensso/carmine,145,3.1.0,jars/com.taoensso__carmine___3.1.0.jar
client,REST,/artifact/org.elasticsearch.client/elasticsearch-rest-client,144,7.11.1,jars/org.elasticsearch.client__elasticsearch-rest-client___7.11.1.jar
client,JeroMQ,/artifact/org.zeromq/jeromq,142,0.5.2,jars/org.zeromq__jeromq___0.5.2.jar
client,Java EE JMS API,/artifact/javax.jms/jms-api,141,1.1-rev-1,jars/javax.jms__jms-api___1.1-rev-1.jar
client,Apache XML RPC Client Library,/artifact/org.apache.xmlrpc/xmlrpc-client,137,3.1.3,jars/org.apache.xmlrpc__xmlrpc-client___3.1.3.jar
client,Socket IO Client,/artifact/io.socket/socket.io-client,133,2.0.0,jars/io.socket__socket.io-client___2.0.0.jar
client,Flink Clients,/artifact/org.apache.flink/flink-clients,132,1.12.1,jars/org.apache.flink__flink-clients___1.12.1.jar
client,Apache Hadoop HDFS Client,/artifact/org.apache.hadoop/hadoop-hdfs-client,132,3.3.0,jars/org.apache.hadoop__hadoop-hdfs-client___3.3.0.jar
client,Core,/artifact/org.http4s/http4s-core,132,1.0-232-85dadc2,jars/org.http4s__http4s-core___1.0-232-85dadc2.jar
client,Apache Hadoop MapReduce App,/artifact/org.apache.hadoop/hadoop-mapreduce-client-app,131,3.3.0,jars/org.apache.hadoop__hadoop-mapreduce-client-app___3.3.0.jar
client,Docker Client,/artifact/com.spotify/docker-client,128,8.16.0,jars/com.spotify__docker-client___8.16.0.jar
client,Ktor Client Core,/artifact/io.ktor/ktor-client-core,127,1.5.1,jars/io.ktor__ktor-client-core___1.5.1.jar
client,Spray Client,/artifact/io.spray/spray-client,120,1.3.4,jars/io.spray__spray-client___1.3.4.jar
client,The MongoDB Asynchronous Driver,/artifact/org.mongodb/mongodb-driver-async,118,3.12.8,jars/org.mongodb__mongodb-driver-async___3.12.8.jar
client,Selenium RC Java Client Driver,/artifact/org.seleniumhq.selenium.client-drivers/selenium-java-client-driver,116,1.0.2,jars/org.seleniumhq.selenium.client-drivers__selenium-java-client-driver___1.0.2.jar
client,ActiveMQ Artemis Core Client,/artifact/org.apache.activemq/artemis-core-client,112,2.17.0,jars/org.apache.activemq__artemis-core-client___2.17.0.jar
client,Auth Client,/artifact/uk.gov.hmrc/auth-client,112,error,error
client,Jersey Apache HTTP Client,/artifact/com.sun.jersey.contribs/jersey-apache-client,110,1.19.4,jars/com.sun.jersey.contribs__jersey-apache-client___1.19.4.jar
client,Core,/artifact/com.softwaremill.sttp/core,109,1.7.2,jars/com.softwaremill.sttp__core___1.7.2.jar
client,Spring AMQP Core,/artifact/org.springframework.amqp/spring-amqp,108,2.3.5,jars/org.springframework.amqp__spring-amqp___2.3.5.jar
client,JIRA TestKit Client,/artifact/com.atlassian.jira.tests/jira-testkit-client,101,8.2.0,jars/com.atlassian.jira.tests__jira-testkit-client___8.2.0.jar
client,HTTP Caching Client,/artifact/uk.gov.hmrc/http-caching-client,100,7.0.0-3-g71ab6aa,jars/uk.gov.hmrc__http-caching-client___7.0.0-3-g71ab6aa.jar
client,DataStax Java Driver For Apache Cassandra Object Mapping,/artifact/com.datastax.cassandra/cassandra-driver-mapping,99,3.10.2,jars/com.datastax.cassandra__cassandra-driver-mapping___3.10.2.jar
client,Tyrus Client,/artifact/org.glassfish.tyrus/tyrus-client,99,2.0.0,jars/org.glassfish.tyrus__tyrus-client___2.0.0.jar
client,HTTP Request,/artifact/com.github.kevinsawicki/http-request,99,6.0,jars/com.github.kevinsawicki__http-request___6.0.jar
client,Dropwizard HTTP Client,/artifact/io.dropwizard/dropwizard-client,98,2.0.19,jars/io.dropwizard__dropwizard-client___2.0.19.jar
client,UberFire Workbench Client Views: PatternFly,/artifact/org.uberfire/uberfire-workbench-client-views-patternfly,96,7.50.0.Final,jars/org.uberfire__uberfire-workbench-client-views-patternfly___7.50.0.Final.jar
client,NV WebSocket Client,/artifact/com.neovisionaries/nv-websocket-client,94,2.12,jars/com.neovisionaries__nv-websocket-client___2.12.jar
client,Spring Boot Admin Client Starter,/artifact/de.codecentric/spring-boot-admin-starter-client,93,2.4.0,jars/de.codecentric__spring-boot-admin-starter-client___2.4.0.jar
client,OAuth 2.0 Verification Code Receiver For Google OAuth Client Library For Java.,/artifact/com.google.oauth-client/google-oauth-client-jetty,93,1.31.4,jars/com.google.oauth-client__google-oauth-client-jetty___1.31.4.jar
client,GitHub API For Java,/artifact/org.kohsuke/github-api,93,1.122,jars/org.kohsuke__github-api___1.122.jar
client,Apache Hadoop MapReduce Shuffle,/artifact/org.apache.hadoop/hadoop-mapreduce-client-shuffle,93,3.3.0,jars/org.apache.hadoop__hadoop-mapreduce-client-shuffle___3.3.0.jar
client,Fabric8 :: Openshift :: Java Client,/artifact/io.fabric8/openshift-client,92,5.1.0,jars/io.fabric8__openshift-client___5.1.0.jar
client,Couchbase Java SDK,/artifact/com.couchbase.client/java-client,91,3.1.2,jars/com.couchbase.client__java-client___3.1.2.jar
client,Jest Apache HC Jar,/artifact/io.searchbox/jest,91,6.3.1,jars/io.searchbox__jest___6.3.1.jar
client,Tyrus Grizzly Client Container,/artifact/org.glassfish.tyrus/tyrus-container-grizzly-client,90,2.0.0,jars/org.glassfish.tyrus__tyrus-container-grizzly-client___2.0.0.jar
client,HornetQ JMS Client,/artifact/org.hornetq/hornetq-jms-client,88,2.4.7.Final,jars/org.hornetq__hornetq-jms-client___2.4.7.Final.jar
client,Cuba Client Tests,/artifact/com.haulmont.cuba/cuba-client-tests,88,7.2.11,jars/com.haulmont.cuba__cuba-client-tests___7.2.11.jar
client,Nuxeo Automation Client,/artifact/org.nuxeo.ecm.automation/nuxeo-automation-client,88,10.10,jars/org.nuxeo.ecm.automation__nuxeo-automation-client___10.10.jar
client,HornetQ Core Client,/artifact/org.hornetq/hornetq-core-client,87,2.4.7.Final,jars/org.hornetq__hornetq-core-client___2.4.7.Final.jar
client,Kafka Schema Registry Client,/artifact/io.confluent/kafka-schema-registry-client,87,5.3.0,jars/io.confluent__kafka-schema-registry-client___5.3.0.jar
client,Transport Netty4,/artifact/org.elasticsearch.plugin/transport-netty4-client,86,7.11.1,jars/org.elasticsearch.plugin__transport-netty4-client___7.11.1.jar
client,Errai::CDI::Client,/artifact/org.jboss.errai/errai-cdi-client,85,4.11.0.Final,jars/org.jboss.errai__errai-cdi-client___4.11.0.Final.jar
client,WildFly: Controller Client,/artifact/org.wildfly.core/wildfly-controller-client,84,14.0.1.Final,jars/org.wildfly.core__wildfly-controller-client___14.0.1.Final.jar
client,Vaadin Client Compiler,/artifact/com.vaadin/vaadin-client-compiler,83,8.12.3,jars/com.vaadin__vaadin-client-compiler___8.12.3.jar
client,Xmemcached,/artifact/com.googlecode.xmemcached/xmemcached,82,2.4.7,jars/com.googlecode.xmemcached__xmemcached___2.4.7.jar
client,Jodd HTTP,/artifact/org.jodd/jodd-http,80,6.0.4,jars/org.jodd__jodd-http___6.0.4.jar
client,Ktor Client Core,/artifact/io.ktor/ktor-client-core-jvm,78,1.5.1,jars/io.ktor__ktor-client-core-jvm___1.5.1.jar
client,Client,/artifact/org.http4s/http4s-client,77,1.0-232-85dadc2,jars/org.http4s__http4s-client___1.0-232-85dadc2.jar
client,Monger,/artifact/com.novemberain/monger,76,3.5.0,jars/com.novemberain__monger___3.5.0.jar
client,HTTP Async Client,/artifact/http.async.client/http.async.client,76,1.3.1,jars/http.async.client__http.async.client___1.3.1.jar
client,Uberfire Commons Editor Client,/artifact/org.uberfire/uberfire-commons-editor-client,76,7.50.0.Final,jars/org.uberfire__uberfire-commons-editor-client___7.50.0.Final.jar
client,Amazon Kinesis Client Library For Java,/artifact/com.amazonaws/amazon-kinesis-client,75,1.14.1,jars/com.amazonaws__amazon-kinesis-client___1.14.1.jar
client,Vert.x Redis Client,/artifact/io.vertx/vertx-redis-client,75,4.0.2,jars/io.vertx__vertx-redis-client___4.0.2.jar
client,Apache Cassandra,/artifact/org.apache.cassandra/cassandra-thrift,75,3.11.10,jars/org.apache.cassandra__cassandra-thrift___3.11.10.jar
client,Client Java,/artifact/io.kubernetes/client-java,74,11.0.0,jars/io.kubernetes__client-java___11.0.0.jar
client,JBoss EJB Client,/artifact/org.jboss/jboss-ejb-client,73,4.0.39.Final,jars/org.jboss__jboss-ejb-client___4.0.39.Final.jar
client,AWS Java SDK :: Services :: Amazon DynamoDB,/artifact/software.amazon.awssdk/dynamodb,71,2.16.3,jars/software.amazon.awssdk__dynamodb___2.16.3.jar
client,RocketMQ Client 4.7.1,/artifact/org.apache.rocketmq/rocketmq-client,70,4.8.0,jars/org.apache.rocketmq__rocketmq-client___4.8.0.jar
client,Eclipse EGit GitHub API Core,/artifact/org.eclipse.mylyn.github/org.eclipse.egit.github.core,70,2.1.5,jars/org.eclipse.mylyn.github__org.eclipse.egit.github.core___2.1.5.jar
client,Jersey Apache HTTP Client 4.x,/artifact/com.sun.jersey.contribs/jersey-apache-client4,69,1.19.4,jars/com.sun.jersey.contribs__jersey-apache-client4___1.19.4.jar
client,OpenCMIS Client Implementation,/artifact/org.apache.chemistry.opencmis/chemistry-opencmis-client-impl,69,1.1.0,jars/org.apache.chemistry.opencmis__chemistry-opencmis-client-impl___1.1.0.jar
client,Java 6 (and Higher) Extensions to The Google OAuth Client Library For Java.,/artifact/com.google.oauth-client/google-oauth-client-java6,69,1.31.4,jars/com.google.oauth-client__google-oauth-client-java6___1.31.4.jar
client,Hector Core,/artifact/org.hectorclient/hector-core,68,2.0-0,jars/org.hectorclient__hector-core___2.0-0.jar
build-system,Maven Plugin API,/artifact/org.apache.maven/maven-plugin-api,6176,3.6.3,jars/org.apache.maven__maven-plugin-api___3.6.3.jar
build-system,Maven Plugin Tools Java Annotations,/artifact/org.apache.maven.plugin-tools/maven-plugin-annotations,3941,3.6.0,jars/org.apache.maven.plugin-tools__maven-plugin-annotations___3.6.0.jar
build-system,Maven Core,/artifact/org.apache.maven/maven-core,3396,3.6.3,jars/org.apache.maven__maven-core___3.6.3.jar
build-system,Maven Project,/artifact/org.apache.maven/maven-project,2745,2.2.1,jars/org.apache.maven__maven-project___2.2.1.jar
build-system,Maven Artifact,/artifact/org.apache.maven/maven-artifact,1997,3.6.3,jars/org.apache.maven__maven-artifact___3.6.3.jar
build-system,Maven Model,/artifact/org.apache.maven/maven-model,1461,3.6.3,jars/org.apache.maven__maven-model___3.6.3.jar
build-system,Gradle,/artifact/com.android.tools.build/gradle,1275,2.3.0,jars/com.android.tools.build__gradle___2.3.0.jar
build-system,Maven Compat,/artifact/org.apache.maven/maven-compat,1010,3.6.3,jars/org.apache.maven__maven-compat___3.6.3.jar
build-system,Maven Plugin Testing Mechanism,/artifact/org.apache.maven.plugin-testing/maven-plugin-testing-harness,907,3.3.0,jars/org.apache.maven.plugin-testing__maven-plugin-testing-harness___3.3.0.jar
build-system,Maven Settings,/artifact/org.apache.maven/maven-settings,543,3.6.3,jars/org.apache.maven__maven-settings___3.6.3.jar
build-system,Apache Maven Wagon :: API,/artifact/org.apache.maven.wagon/wagon-provider-api,467,3.4.2,jars/org.apache.maven.wagon__wagon-provider-api___3.4.2.jar
build-system,Maven Aether Provider,/artifact/org.apache.maven/maven-aether-provider,426,3.3.9,jars/org.apache.maven__maven-aether-provider___3.3.9.jar
build-system,Apache Maven Archiver,/artifact/org.apache.maven/maven-archiver,409,3.5.1,jars/org.apache.maven__maven-archiver___3.5.1.jar
build-system,Maven Plugin Testing Mechanism,/artifact/org.apache.maven.shared/maven-plugin-testing-harness,384,1.1,jars/org.apache.maven.shared__maven-plugin-testing-harness___1.1.jar
build-system,ShrinkWrap Resolver Maven Implementation,/artifact/org.jboss.shrinkwrap.resolver/shrinkwrap-resolver-impl-maven,363,3.1.4,jars/org.jboss.shrinkwrap.resolver__shrinkwrap-resolver-impl-maven___3.1.4.jar
build-system,Apache Maven Reporting Implementation,/artifact/org.apache.maven.reporting/maven-reporting-impl,323,3.0.0,jars/org.apache.maven.reporting__maven-reporting-impl___3.0.0.jar
build-system,Maven Reporting API,/artifact/org.apache.maven.reporting/maven-reporting-api,299,3.0,jars/org.apache.maven.reporting__maven-reporting-api___3.0.jar
build-system,Maven Artifact Manager,/artifact/org.apache.maven/maven-artifact-manager,296,2.2.1,jars/org.apache.maven__maven-artifact-manager___2.2.1.jar
build-system,Maven Embedder,/artifact/org.apache.maven/maven-embedder,282,3.6.3,jars/org.apache.maven__maven-embedder___3.6.3.jar
